"severity","category","code","id","subject","unit","concept","difficulty","field","message","reasons","excerpt","evidence"
"P3","quality","complex_problem_low_math_explanation","q-daily-mv-r30-2","다변수함수","중적분","극좌표","easyMedium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=11"",""explanationMathDensity=0""]","영역 $D=\{(x,y)|x^2+y^2\le 1,|x|\le y\}$에서 $\iint_D\sqrt{x^2+y^2}dA$의 값은?","$\pi/4\le\theta\le 3\pi/4,0\le r\le 1$. $\pi/2\cdot 1/3=\pi/6$."
"P3","quality","complex_problem_low_math_explanation","q-daily-mv-r35-5","다변수함수","삼중적분과 극좌표계","구면좌표","medium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=12"",""explanationMathDensity=0""]","$z=\sqrt{(x^2+y^2)/3}$의 위쪽이며 $x^2+y^2+z^2=1$의 안쪽에 놓이는 영역 $E$에서 $\iiint_E 8ze^{x^2+y^2+z^2}dV$의 값은?","구좌표 $0\le\phi\le\pi/3,0\le\rho\le 1$. 적분 결과 $3\pi$."
"P3","quality","complex_problem_low_math_explanation","q-daily-mv-r36-1","다변수함수","삼중적분과 극좌표계","변수변환","medium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=14"",""explanationMathDensity=0""]","영역 $R=\{(x,y,z)|9x^2+4y^2+z^2\le 1\}$에 대해 $\iiint_R(9x^2+4y^2+z^2)^2 dxdydz$의 값은?","$3x=X,2y=Y,z=Z$. Jacobian $1/6$. 구좌표 적분 결과 $2\pi/21$."
"P3","quality","complex_problem_low_math_explanation","q-daily-mv-r36-3","다변수함수","삼중적분과 극좌표계","원뿔-구 부피","medium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=11"",""explanationMathDensity=0""]","원뿔 $z=\sqrt{3(x^2+y^2)}$의 윗부분과 구 $x^2+y^2+z^2=2z$로 둘러싸인 영역의 부피는?","구 중심 (0,0,1), 반경 1. 구좌표 $\rho=2\cos\phi$. 적분 결과 $7\pi/12$."
"P3","quality","complex_problem_low_math_explanation","q-daily-mv-r9-2","다변수함수","편도함수","편미분 / 미분가능성","easyMedium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=13"",""explanationMathDensity=0""]","$f(x,y)=\begin{cases}xy^2\sqrt{x^2+y^2}/(x^2+y^4),&(x,y)\ne(0,0)\\0,&(0,0)\end{cases}$. 옳은 것을 모두 고르면? ⓐ 원점에서 $f_x$ 존재 / ⓑ 원점에서 $f_y$ 존재 / ⓒ 원점에서 미분가능","원점에서 두 편미분 모두 0으로 존재. 그러나 미분가능성 정의 한계 검증 시 실패."
"P3","quality","complex_problem_low_math_explanation","q-ryu-self-warmup-r04-19","공학수학","미분방정식","함수의 증가감소와 볼록성","mediumHard","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=11"",""explanationMathDensity=0""]","19. 함수 $y=f(x)$ 가 $f(0)=0$ 이고 연속 함수 $g$ 에 대한 미분방정식 $y^{\prime}=g(x)$ 의 해라 한다. 다음 명제 중 옳은 것을 모두 고르면? (a) $\lim _{x \rightarrow \infty} g(x)=1$ 이면 $\lim _{x \rightarrow \infty}\{f(x)-x\}=0$ 이다. (b) $x \geq 0$ 에서 $g$ 가 감소함수이면 $f$ 도 $x \geq 0$ ...","$f'(x)=g(x)$이다. ㄱ은 $g(x)\to1$이어도 $f(x)-x$가 반드시 $0$으로 갈 필요는 없어 거짓이다. ㄴ도 $g$가 감소한다고 해서 $f$ 자체가 감소하는 것은 아니므로 거짓이다. ㄷ은 $g'(x)<0$이면 $f''(x)<0$이므로 위로 볼록이 되어 참이다."
"P3","quality","complex_problem_low_math_explanation","q-ryu-self-warmup-r05-09","선형대수","벡터공간","영공간 정사영","mediumHard","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=9"",""explanationMathDensity=0""]","9. 행렬 $A=\left[\begin{array}{llll}1 & 6 & 3 & 1 \\ 1 & 4 & 2 & 1 \\ 0 & 2 & 1 & 0\end{array}\right]$ 의 영공간(nullspace)을 $V$ 라고 하자. 벡터 $x=(2,0,5,0)$ 의 $V$ 위로의 정사영을 $p=\left(p_{1}, p_{2}, p_{3,} p_{4}\right)$ 라고 할 때, $p_{1}+p_{2}+p_{3}+p_{4}$ ...","$A$의 영공간 기저를 구하면 $(0,-1,2,0)$, $(-1,0,0,1)$로 잡을 수 있다. $x=(2,0,5,0)$을 이 부분공간에 정사영하면 $p=(1,-2,4,-1)$이 되고, 성분의 합은 $1-2+4-1=2$이다."
"P3","quality","complex_problem_low_math_explanation","q-ryu-self-warmup-r07-08","적분학","정적분의 성질","리만적분 가능성","easyMedium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=12"",""explanationMathDensity=0""]","8. 다음 중 구간 $[-5,5]$ 에서 적분 가능한 함수를 모두 고르면? (a) $f(x)=\left[1+\frac{x}{3}\right]$ (b) $g(x)=\sum_{m=1}^{100}\left(1+\frac{x}{m}\right)^{2}$ (c) $h(x)=\left\{\begin{array}{ll}1, & x \in(-1,0) \\ 2, & x \notin(-1,0)\end{array}\right.$ (단, $[x]$...","계단함수처럼 유한 개의 점에서만 뛰는 함수는 닫힌구간에서 적분 가능하다. 다항식은 연속이므로 당연히 가능하고, 주어진 조각함수도 불연속점이 유한 개뿐이다. 따라서 세 함수 모두 $[-5,5]$에서 적분 가능하다."
"P3","quality","complex_problem_low_math_explanation","q-ryu-self-warmup-r10-11","다변수함수","편도함수","두 곡면 교선의 접선","medium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=13"",""explanationMathDensity=0""]","11. 두 곡면 $T_{1}$ 과 $T_{2}$ 가 각각 다음 방정식으로 정의된다. $$\begin{array}{c} T_{1}: x^{2}+y^{2}+z^{2}=12 \\ T_{2}: z=(x-1)^{2}+(y-1)^{2} \end{array}$$ 두 곡면이 만나는 교선을 $C$ 라 할 때, 곡선 $C$ 의 점 $(2,2,2)$ 에서의 접선 위에 놓 인 점은?","두 곡면의 법선은 점 $(2,2,2)$에서 각각 $(1,1,1)$, $(2,2,-1)$ 방향이다. 교선의 접선방향은 두 법선의 외적이므로 $(1,-1,0)$ 방향으로 잡을 수 있다. 접선은 $(2,2,2)+t(1,-1,0)$이고, 보기 중 $(3,1,2)$가 이 직선 위에 있다."
"P3","quality","complex_problem_low_math_explanation","q-ryu-self-warmup-r15-11","다변수함수","편도함수","이변수 극한","medium","explanation","Complex math problem has an explanation with little mathematical detail.","[""complexity=17"",""explanationMathDensity=0""]","11. 다음 보기의 극한값 계산 중 옳은 것을 모두 고른 것을 고르시오. (가) $\lim _{(x, y) \rightarrow(0,0)} \frac{x^{3} y}{x^{2}+y^{4}}=0$ (나) $\lim _{(x, y) \rightarrow(1,1)}|x|^{\ln _{y}}=1$ (다) $\lim _{(x, y) \rightarrow(0,0)} \frac{x y}{\sin ^{2} y}=1$","(가)는 분모의 차수 우세를 이용해 $0$으로 눌러 잡을 수 있어 극한이 $0$이다. (나)는 지수형으로 보아 $\ln|x|\ln y\to0$이므로 값이 $1$로 간다. (다)는 경로 $x=y$와 $x=0$에서 값이 달라 극한이 존재하지 않는다. 따라서 옳은 것은 (가), (나)이다."
"P3","quality","explanation_maybe_thin","q-2017-kwangwoon-06","선형대수","행렬","여인수 직교성","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=13""]","$n$차 정사각 행렬 $A=(a_{ij})$에 대하여 다음 식의 값은? (단, $A_{ij}=(-1)^{i+j}M_{ij}$이고 $M_{ij}$는 $i$행과 $j$열을 제거하여 만든 부분 행렬의 행렬식이다.) $$a_{i1}A_{j1}+a_{i2}A_{j2}+\cdots+a_{in}A_{jn}\quad(\text{단, }i\ne j)$$","여인수 직교성 정리: $\sum_k a_{ik}A_{jk}=|A|\delta_{ij}$. $i\ne j$이므로 $0$."
"P3","quality","explanation_maybe_thin","q-2017-kwangwoon-12","공학수학","미분방정식","르장드르 방정식","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=8""]","자연수 $n$에 대해 $y=\dfrac{d^n}{dx^n}(x^2-1)^n$이 다음 미분 방정식을 만족시킨다고 할 때 $k$의 값은? $$(1-x^2)y''-2xy'+ky=0$$","르장드르 다항식 $P_n(x)$의 미분방정식: $(1-x^2)y''-2xy'+n(n+1)y=0$. $k=n(n+1)$."
"P3","quality","explanation_maybe_thin","q-2018-cau-07","적분학","정적분의 계산","감마함수","easyMedium","explanation","Explanation may be too short.","[""length=62"",""questionMathDensity=9""]","$\displaystyle\int_0^{\infty}x^3 e^{-x}\,dx$의 값은?","$\!\int_0^{\infty}x^n e^{-x}dx=\Gamma(n+1)=n!$. $n=3$: $3!=6$."
"P3","quality","explanation_maybe_thin","q-2019-kookmin-14","공학수학","추가내용","최대공약수 성질","medium","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=2""]","세 정수 $a,b,c$에 대하여 $a$와 $b$의 최대공약수를 $\gcd(a,b)$라 할 때 다음 중 $\textbf{틀린}$ 것은? ㄱ. $\gcd(a,b)=c$이면 $\gcd\!\left(\dfrac{a}{c},\dfrac{b}{c}\right)>1$이다. ㄴ. $a$와 $b$가 $c$의 약수이고 $\gcd(a,b)=1$이면 $ab$는 $c$의 약수이다. ㄷ. $a$가 $bc$의 약수이고 $\gcd(a,b)=1$이면 $a$...","ㄱ. 거짓: $\gcd(a,b)=c$이면 $a/c,b/c$는 서로소 ⇒ $\gcd=1$. ㄴ,ㄷ,ㄹ은 표준 정리."
"P3","quality","explanation_maybe_thin","q-2019-sookmyung-17","적분학","급수의 수렴/발산","수렴반경","easy","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=6""]","멱급수 $\displaystyle\sum_{n=1}^{\infty}\dfrac{(x-5)^n}{n2^n}$이 절대수렴하는 $x$의 범위가 $a<x<b$일 때 $a+b$의 값은?","수렴반경 $R=2$ (비율판정). $|x-5|<2\Rightarrow 3<x<7$. $a+b=3+7=10$."
"P3","quality","explanation_maybe_thin","q-2019-soongsil-11","적분학","정적분의 계산","변수상한 적분 명제","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=9""]","구간 $[0,1]$에서 연속인 함수 $f(x)$에 대하여 다음 중 옳은 것을 모두 고른 것은? (가) $F(x)=\!\displaystyle\int_0^x f(t)dt$는 $(0,1)$에서 미분가능. (나) $\!\displaystyle\int_0^1 f(x)dx=0$이면 $f(c)=0$이 되는 $c$가 $[0,1]$에 존재. (다) $[0,1]$의 모든 $x$에 대하여 $\!\displaystyle\int_0^x f(t)dt...","(가) 적분기본정리 ⇒ 참. (나) 적분 평균값 정리 ⇒ 참. (다) 미분하면 $f=0$ ⇒ 참."
"P3","quality","explanation_maybe_thin","q-2019-soongsil-17","적분학","정적분의 계산","이상적분 수렴 판정","medium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=16""]","다음 특이적분 중 수렴하는 것은?","(1) $\sim 1/x$ 발산. (2) $\ln\ln x$ 발산. (3) $=-1$ 수렴. (4) $x=1$에서 발산."
"P3","quality","explanation_maybe_thin","q-2020-ewha-14","다변수함수","선적분과 면적분","그놈문제 (원점 둘러쌈)","medium","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=18""]","원점을 제외한 평면에서 $P(x,y)=-\dfrac{y}{x^2+y^2},\,Q(x,y)=\dfrac{x}{x^2+y^2}$. $C_1$: 중심 $(2020,2020)$, 반지름 $2020$인 원, $C_2$: 중심 $(2020,2020)$, 반지름 $4040$인 원. 시계반대방향. $\!\int_{C_1}P\,dx+Q\,dy=a_1$, $\!\int_{C_2}P\,dx+Q\,dy=a_2$. $a_1-a_2$의 값을 구하시오.","$C_1$: 원점 미포함 → $a_1=0$. $C_2$: 원점 포함 → $a_2=2\pi$. 차 $=-2\pi$."
"P3","quality","explanation_maybe_thin","q-2020-ewha-21","적분학","급수의 수렴/발산","수렴반경 곱","medium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=21""]","다음 세 무한급수의 수렴반경 중 가장 큰 것과 가장 작은 것의 곱을 구하시오. a. $\!\sum_{n=1}^{\infty}\dfrac{n!x^{n+1}}{n^n}$ b. $\!\sum_{n=1}^{\infty}\dfrac{\sqrt n\,x^{2n}}{9^n}$ c. $\!\sum_{n=1}^{\infty}\dfrac{(n!)^2 x^n}{(2n)!}$","a: $R=e$. b: $R=3$ (이차항). c: $R=4$. 최대 $4$, 최소 $e$. 곱 $=4e$."
"P3","quality","explanation_maybe_thin","q-2020-kookmin-19","다변수함수","곡선과 곡면","공간곡선 성질 명제","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=6""]","공간상의 곡선에 대한 다음 설명 중 옳은 것의 개수는? ㄱ. $r(t)=ti+aj+(a^2-t^2)k$는 $t=a$에서 연속이다.(단, $a$는 상수) ㄴ. $\dfrac{d}{dt}(r(t)\cdot u(t))=r'(t)\cdot u(t)+r(t)\cdot u'(t)$ ㄷ. $\dfrac{d}{dt}\|r(t)\|=\|r'(t)\|$ ㄹ. $r(t)=(e^t\sin t)i+(e^t\cos t)j$일 때, $r(t)$와 $r'...","ㄱ. 참. ㄴ. 참 (곱미분). ㄷ. 거짓: 일반적으로 다름. ㄹ. 참: 직접 계산 $r\cdot r''=0$. 3개."
"P3","quality","explanation_maybe_thin","q-2020-kookmin-23","선형대수","행렬","행렬식 명제 판별","medium","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=14""]","$n$차 정사각행렬 $A$에 대하여 다음 중 옳은 것을 모두 고르면? ㄱ. $A$의 전치행렬을 $A^T$라 하면 $\det(A^T)=-\det(A)$이다. ㄴ. $A$의 두 열을 교환하여 얻은 행렬을 $B$라 하면 $\det(B)=-\det(A)$이다. ㄷ. $A$의 한 행에 $k$배를 하여 얻은 행렬을 $C$라 하면 $\det(C)=k\det(A)$이다. ㄹ. $A$의 한 열을 그 열에 다른 한 열의 $k$배를 더한 것으로 ...","ㄱ. 거짓: $\det(A^T)=\det(A)$. ㄴ. 참. ㄷ. 참. ㄹ. 거짓: $\det$ 불변. ㅁ. 참."
"P3","quality","explanation_maybe_thin","q-2020-soongsil-04","적분학","급수의 수렴/발산","수렴 급수 판정","easy","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=22""]","다음 중 수렴하는 급수는?","(2) 텔레스코핑: $1$ 수렴. (1),(3),(4) $\sum 1/n$ 또는 $\sum 1/(n+1)$ 발산항 포함."
"P3","quality","explanation_maybe_thin","q-2020-soongsil-06","선형대수","행렬","일대일 선형사상 판정","medium","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=8""]","다음 중 $\mathbb R^3$에서 $T_A\!\begin{pmatrix}x\\y\\z\end{pmatrix}=A\!\begin{pmatrix}x\\y\\z\end{pmatrix}$로 정의되는 선형사상이 일대일 함수가 아닌 행렬 $A$는?","(3) rank $=2$ (행 사이 등차) ⇒ 핵 차원 $=1$ ⇒ 일대일 아님. 나머지는 모두 rank $=3$."
"P3","quality","explanation_maybe_thin","q-2021-ewha-09","선형대수","고유치와 대각화","유사행렬 대각성분 곱","easy","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=9""]","$3\times 3$행렬 $A=\!\begin{pmatrix}-1&2&4\\0&3&7\\0&0&-2\end{pmatrix}$에 대하여 $A=PDP^{-1}$을 만족하는 행렬 $D=\!\begin{pmatrix}d_1&0&0\\0&d_2&0\\0&0&d_3\end{pmatrix}$에 대하여 $d_1 d_2 d_3$의 값을 구하시오.","$D$는 대각화이므로 대각성분이 $A$의 고윳값. 곱 $=\det(D)=\det(A)=(-1)(3)(-2)=6$."
"P3","quality","explanation_maybe_thin","q-2021-ewha-10","적분학","급수의 수렴/발산","수렴반경 곱","easy","explanation","Explanation may be too short.","[""length=50"",""questionMathDensity=16""]","$\!\sum_{n=2}^{\infty}(-1)^n\dfrac{(x+3)^n}{n2^n}$의 수렴반경 $R_1$, $\!\sum_{n=2}^{\infty}n(n-1)(2x)^n$의 수렴반경 $R_2$. $R_1 R_2$의 값을 구하시오.","$R_1=2$ ($|x+3|<2$), $R_2=1/2$ ($|2x|<1$). 곱 $=1$."
"P3","quality","explanation_maybe_thin","q-2021-ewha-27","선형대수","고유치와 대각화","기저 변환 고유값 곱","killer","explanation","Explanation may be too short.","[""length=49"",""questionMathDensity=11""]","$\mathbb{R}^3$의 기저 $\{v_1,v_2,v_3\}$에 대하여 $3\times 3$ 행렬 $A$가 $(A-I)(v_1+v_2)=0,\,(A-2I)(v_2+v_3)=0,\,(A+4I)(v_3+v_1)=0$을 만족할 때 $\det(A)$의 값을 구하시오.","$A$의 고윳값 $1,2,-4$. $\det A=1\cdot 2\cdot(-4)=-8$."
"P3","quality","explanation_maybe_thin","q-2021-inha-03","미분학","미분","로그 미분","easy","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=6""]","함수 $f(x)=x^x\ (x>0)$에 대하여 $f'(e)$의 값은?","$f(x)=e^{x\ln x}$, $f'(x)=x^x(\ln x+1)$. $f'(e)=e^e(1+1)=2e^e$. 답: 2."
"P3","quality","explanation_maybe_thin","q-2021-kwangwoon-09","적분학","정적분의 응용","성망형(astroid) 길이","easy","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=7""]","$a$가 양의 실수일 때 곡선 $\sqrt[3]{x^2}+\sqrt[3]{y^2}=\sqrt[3]{a^2}$의 길이는?","$x^{2/3}+y^{2/3}=a^{2/3}$ (성망형/astroid). 표준 길이 공식: $L=6a$."
"P3","quality","explanation_maybe_thin","q-2021-kwangwoon-24","적분학","정적분의 계산","극한 + 적분 (균등수렴)","medium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=9""]","$\displaystyle\lim_{n\to\infty}\!\int_0^1\dfrac{dx}{1+x^n}$의 값은?","$0<x<1$이면 $x^n\to 0$ ⇒ $1/(1+x^n)\to 1$ (균등수렴). $\!\int_0^1 1\,dx=1$."
"P3","quality","explanation_maybe_thin","q-2021-kwangwoon-27","선형대수","행렬","역행렬 행렬식","medium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=7""]","다음 행렬 $A$의 역행렬 $A^{-1}$의 행렬식 $\det(A^{-1})$은? $$A=\begin{pmatrix}1&-1&-1&1\\-1&1&3&1\\-3&1&-1&1\\1&3&1&-1\end{pmatrix}$$","행축약으로 $|A|=48$. $\det(A^{-1})=\dfrac{1}{|A|}=\dfrac{1}{48}$."
"P3","quality","explanation_maybe_thin","q-2021-skku-06","선형대수","벡터공간","정사영 표준행렬 고유값","medium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=4""]","벡터공간 $\mathbb R^2$에서 벡터 $a\in\mathbb R^2$에 의해 생성되는 부분공간을 $W$라고 하자. 선형변환 $T:\mathbb R^2\to\mathbb R^2$가 $W$로의 직교 사영(orthogonal projection)일 때 $T$의 표준행렬(standard matrix)의 고윳값(eigenvalue)에 대한 설명으로 옳은 것은?","정사영 $T$는 $W$ 위에서 항등 (고윳값 1), $W^{\perp}$ 위에서 영 (고윳값 0). 고윳값 $1,\,0$."
"P3","quality","explanation_maybe_thin","q-2021-soongsil-15","적분학","특이적분","이상적분 수렴 판정","easy","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=10""]","다음 이상적분의 수렴, 발산을 올바르게 고른 것은? (가) $\!\int_1^{\infty}\!\dfrac{x}{x^3+1}\,dx$ (나) $\!\int_0^1\!\dfrac{1}{\sqrt x}\,dx$","(가) $\dfrac{x}{x^3+1}\sim\dfrac{1}{x^2}$ 수렴. (나) $p=1/2<1$이므로 수렴."
"P3","quality","explanation_maybe_thin","q-2022-ajou-40","미분학","미분","역함수 값","easy","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=6""]","실수 전체에서 정의된 함수 $f(x)=\dfrac{1}{3}x^3+\dfrac{2}{3}x+1$과 $f$의 역함수 $g$에 대하여 $g(5)$의 값은?","$f(2)=\dfrac{8}{3}+\dfrac{4}{3}+1=4+1=5$이므로 $g(5)=2$."
"P3","quality","explanation_maybe_thin","q-2022-dgu-11","다변수함수","중적분","반원 영역 이중적분 표현","medium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=27""]","$x^2+y^2\le 1,\,y\ge 0$으로 정의된 영역 $S$에서 적분가능한 함수 $f(x,y)$에 대해 다음 보기 중 이중적분 $\!\displaystyle\iint_S f(x,y)dA$와 같은 것을 모두 고르면? A. $\!\int_{-1}^1\!\!\int_0^{\sqrt{1-x^2}}f(x,y)dy\,dx$ B. $\!\int_0^1\!\!\int_{-\sqrt{1-y^2}}^{\sqrt{1-y^2}}f(x,y)dx...","A 참 (수직 슬라이스). B 참 (수평 슬라이스). C 거짓 (극좌표 야코비안 $r$ 누락)."
"P3","quality","explanation_maybe_thin","q-2022-ewha-07","적분학","Maclaurin급수의 응용","$\sin^2 x$ 4차 테일러","medium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=7""]","$f(x)=\sin^2 x$의 $x=0$에서의 4차 테일러 다항식을 $T_4(x)$라 할 때 $T_4(1)$의 값을 구하시오.","$\sin^2 x=x^2-x^4/3+\cdots$. $T_4(x)=x^2-x^4/3$, $T_4(1)=1-1/3=2/3$."
"P3","quality","explanation_maybe_thin","q-2022-ewha-11","적분학","급수의 수렴/발산","멱급수 수렴구간 (ln)","medium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=6""]","$\!\displaystyle\sum_{n=2}^{\infty}\dfrac{1}{(\ln n)^2}x^n$의 수렴 범위를 구하시오.","$R=1$ (비율판정). $x=1$: $\sum 1/(\ln n)^2$ 발산. $x=-1$: 교대급수 수렴."
"P3","quality","explanation_maybe_thin","q-2022-ewha-14","적분학","특이적분","이상적분 수렴 판정","medium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=17""]","다음 특이적분 중 수렴하는 것을 모두 고르시오. a. $\!\int_0^1\ln x\,dx$ b. $\!\int_0^1\dfrac{1}{\sqrt x}\sin\dfrac{1}{x}\,dx$ c. $\!\int_1^{\infty}\dfrac{\sin x}{x}\,dx$ d. $\!\int_2^{\infty}\dfrac{\ln x}{x}\,dx$","a 수렴(-1). b 수렴: $1/x=t$ 치환. c 수렴: 디리클레. d 발산: $(\ln x)^2/2\to\infty$."
"P3","quality","explanation_maybe_thin","q-2022-ewha-16","적분학","급수의 수렴/발산","급수 명제","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=23""]","다음 중 옳은 것을 모두 고르시오. a. $\!\sum a_n,\!\sum b_n$ 모두 수렴이면 $\!\sum a_n b_n$ 수렴. b. $\!\sum a_n$ 수렴 + $\!\sum b_n$ 절대수렴이면 $\!\sum a_n b_n$ 절대수렴. c. 양항급수 $\!\sum a_n$ 수렴이면 $\!\sum\sqrt{a_n}$ 수렴. d. $\!\sum n a_n$ 수렴이면 $\!\sum a_n$ 수렴.","a 거짓: 반례 $a_n=b_n=(-1)^n/\sqrt n$. b 참. c 거짓: 반례 $a_n=1/n^2$. d 참."
"P3","quality","explanation_maybe_thin","q-2022-ewha-21","공학수학","추가내용","파스칼 삼각형 $a_{8,4}$","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=6""]","$0\le k\le l$ 정수쌍에 대해 $a_{l,k}$: 1) $a_{l,0}=1$, 2) $a_{l+1,k+1}=a_{l,k}+a_{l,k+1}$ ($0\le k<l$). $a_{8,4}$를 구하시오.","파스칼 삼각형 패턴: $a_{l,k}=\!\binom{l}{k}$. $a_{8,4}=\!\binom{8}{4}=70$."
"P3","quality","explanation_maybe_thin","q-2022-inha-15","다변수함수","편도함수","전미분","easy","explanation","Explanation may be too short.","[""length=62"",""questionMathDensity=10""]","2변수 함수 $f(x,y)$가 $\dfrac{\partial f}{\partial x}=y^2 e^{xy}+2x-1,\ \dfrac{\partial f}{\partial y}=(2y+xy^2)e^{xy}$를 만족한다. $f(0,0)=1$일 때, $f(1,1)$의 값은?","$f=ye^{xy}+x^2-x+C$. $f(0,0)=C=1$. $f(1,1)=e+1-1+1=e+1$. 답: 1."
"P3","quality","explanation_maybe_thin","q-2022-kyunghee-25","선형대수","벡터와 공간도형","기저에 대한 좌표벡터","medium","explanation","Explanation may be too short.","[""length=36"",""questionMathDensity=5""]","집합 $S=\!\left\{\!\begin{pmatrix}1\\2\\1\end{pmatrix},\!\begin{pmatrix}2\\9\\0\end{pmatrix},\!\begin{pmatrix}3\\3\\4\end{pmatrix}\right\}$가 $\mathbb R^3$의 기저일 때 벡터 $\!\begin{pmatrix}5\\-1\\9\end{pmatrix}$의 $S$에 관한 좌표벡터의 성분의 합은?","행 축약 풀이: $a=1,\,b=-1,\,c=2$. 합 $=2$."
"P3","quality","explanation_maybe_thin","q-2022-kyunghee-29","선형대수","벡터와 공간도형","최소제곱 회귀직선","medium","explanation","Explanation may be too short.","[""length=45"",""questionMathDensity=10""]","네 점 $(1,0),(2,1),(4,2),(5,2)$에 대하여 최소제곱오차를 갖는 직선은?","정규방정식 풀이: $a=\dfrac{1}{2},\,b=-\dfrac{1}{4}$."
