"severity","category","code","id","subject","unit","concept","difficulty","field","message","reasons","excerpt","evidence"
"P3","quality","explanation_maybe_thin","q-2022pm-dankook-47","선형대수","행렬","해공간 차원 (rank-nullity)","medium","explanation","Explanation may be too short.","[""length=57"",""questionMathDensity=19""]","연립일차방정식 $\begin{cases}x_1+3x_2-2x_3+2x_5=0\\2x_1+6x_2-5x_3-2x_4+4x_5-3x_6=0\\x_3+2x_4+3x_5=0\\x_1+3x_2+4x_4+2x_5+9x_6=0\end{cases}$의 해공간의 차원(dimension)은?","행 축약 후 rank 계산: rank $=3$. 변수 6개 - rank 3 $=$ 해공간 차원 $3$."
"P3","quality","explanation_maybe_thin","q-2023-ewha-01","선형대수","행렬","직교행렬 역행렬 = 전치","easy","explanation","Explanation may be too short.","[""length=50"",""questionMathDensity=39""]","행렬 $A=\!\begin{pmatrix}1/\sqrt 2&1/\sqrt 6&1/\sqrt 3\\0&-2/\sqrt 6&1/\sqrt 3\\-1/\sqrt 2&1/\sqrt 6&1/\sqrt 3\end{pmatrix}$의 역행렬 $A^{-1}$을 찾으시오.","$A$가 직교행렬이므로 $A^{-1}=A^T$. $A^T$는 $A$의 행과 열을 바꾼 것."
"P3","quality","explanation_maybe_thin","q-2023-ewha-09","선형대수","고유치와 대각화","타원 30° 회전","medium","explanation","Explanation may be too short.","[""length=47"",""questionMathDensity=17""]","$2$차원 평면의 타원 $4x^2+y^2=4$를 원점 중심으로 반시계 방향 $30°$ 회전시킨 곡선의 방정식을 구하시오.","회전 후 $13x^2+6\sqrt 3 xy+7y^2=16$ (계산은 회전 행렬 곱)."
"P3","quality","explanation_maybe_thin","q-2023-ewha-18","적분학","특이적분","가우스 적분","easy","explanation","Explanation may be too short.","[""length=48"",""questionMathDensity=14""]","특이적분 $\!\displaystyle\int_0^{\infty}e^{-x^2}dx$의 값을 구하시오.","가우스 적분: $\!\int_0^\infty e^{-x^2}dx=\sqrt\pi/2$."
"P3","quality","explanation_maybe_thin","q-2023-ewha-21","다변수함수","선적분과 면적분","그린정리 (단위원)","easy","explanation","Explanation may be too short.","[""length=40"",""questionMathDensity=5""]","단위원 $C$에 대하여 $\!\int_C(3y-e^{\sin x})\,dx+(7x+\sqrt{y^4+1})\,dy$를 구하시오.","그린정리: $\!\iint_D(7-3)dA=4\cdot\pi=4\pi$."
"P3","quality","explanation_maybe_thin","q-2023-inha-27","적분학","정적분의 응용","파푸스 정리","easyMedium","explanation","Explanation may be too short.","[""length=59"",""questionMathDensity=11""]","곡면 $x^2+y^2+z^2=4\sqrt{x^2+y^2}-3$으로 둘러싸인 입체의 부피는?","$z=0$ 단면에서 큰원·작은원 구조의 토러스 형태로 분석. 파푸스 정리로 $V=4\pi^2$. 답: 4."
"P3","quality","explanation_maybe_thin","q-2023-inha-30","다변수함수","선적분과 면적분","스톡스 정리","easyMedium","explanation","Explanation may be too short.","[""length=59"",""questionMathDensity=10""]","좌표공간에서 곡면 $S$는 $z=x^2+y^2,\ x^2+y^2\le 1$로 주어진다. 벡터장 $F(x,y,z)=(\sin(x^2)+yz,\ x^2+z^2,\ 3y+e^{\cos x})$와 $\vec n\cdot(0,0,1)>0$을 만족하는 곡면 $S$의 단위법선벡터 $\vec n$에 대하여 $\displaystyle\iint_S(\nabla\times F)\cdot\vec n\,dS$의 값은?","스톡스 정리로 경계 $z=1,\ x^2+y^2=1$ 위 선적분. 그린정리 적용 후 $-\pi$. 답: 2."
"P3","quality","explanation_maybe_thin","q-2023-kyunghee-05","적분학","급수의 수렴/발산","거듭제곱급수 표현","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=8""]","함수 $f(x)=\dfrac{x^2+x}{(1-x)^3}$의 거듭제곱급수 표현이 $\!\displaystyle\sum_{n=1}^{\infty}(an+b)^c x^n$이면 $a+b+c$는?","$\dfrac{x(x+1)}{(1-x)^3}=\!\sum n^2 x^n$. ⇒ $a=1,b=0,c=2$. 합 $=3$."
"P3","quality","explanation_maybe_thin","q-2023-kyunghee-28","선형대수","행렬","비자명해 조건","medium","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=9""]","연립일차방정식 $\begin{cases}x_1+kx_2=1\\ x_2+kx_3=1\\ x_3+kx_4=1\\ x_4+kx_1=1\end{cases}$의 해가 존재하지 않도록 하는 $k$의 값은?","네 식 합: $(1+k)(x_1+x_2+x_3+x_4)=4$. $k=-1$이면 좌변 $=0\ne 4$ ⇒ 해 없음."
"P3","quality","explanation_maybe_thin","q-2023-seoultech-05","적분학","정적분의 계산","극곡선 직교좌표 변환","easy","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=7""]","극곡선 $r^2\sin 2\theta=1$의 직교좌표방정식은?","$r^2\sin 2\theta=2r^2\sin\theta\cos\theta=2xy=1$ ⇒ $y=\dfrac{1}{2x}$."
"P3","quality","explanation_maybe_thin","q-2023-uos-09","선형대수","행렬","행렬 명제(틀린 것)","medium","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=5""]","$n\times n$ 행렬 $A,B,C$에 대하여 다음 중 틀린 것을 모두 고르시오. (단, $n$은 임의의 자연수, $k$는 임의의 실수) (가) $A(B+C)=(B+C)A$ (나) $k(AB)=A(kB)$ (다) $(kA)^T=kA^T$ (라) $A(BC)=(AB)C$ (마) $(AB)^T=A^T B^T$","(가) 거짓: 교환법칙 일반적으로 성립 안 함. (나)(다)(라) 참. (마) 거짓: $(AB)^T=B^T A^T$."
"P3","quality","explanation_maybe_thin","q-2024-dgu-08","적분학","정적분의 계산","리만합·정적분","medium","explanation","Explanation may be too short.","[""length=62"",""questionMathDensity=8""]","극한 $\!\displaystyle\lim_{n\to\infty}\!\sum_{k=0}^{n-1}\dfrac{k}{n^2}\sin\!\left(\dfrac{k}{n}\right)$의 값은?","$=\!\int_0^1 x\sin x\,dx=[-x\cos x+\sin x]_0^1=\sin 1-\cos 1$."
"P3","quality","explanation_maybe_thin","q-2024-dgu-18","적분학","급수의 수렴/발산","수렴반경(우세항)","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=14""]","멱급수 $\!\displaystyle\sum_{n=0}^{\infty}\dfrac{2^n+5^n}{4^n+6^n}x^n$의 수렴반경은?","큰 항 비율 $\dfrac{5^n}{6^n}=(5/6)^n$. $|x|<\dfrac{6}{5}$."
"P3","quality","explanation_maybe_thin","q-2024-ewha-17","미분학","극한과 연속","수열 명제 판별","medium","explanation","Explanation may be too short.","[""length=55"",""questionMathDensity=15""]","다음 중 옳은 것을 모두 고르시오. a. $\!\lim(a_n+b_n)=\lim a_n+\lim b_n$. b. $\lim|a_n|=0$이면 $\lim a_n\sin(n\pi/6)=0$. c. $\lim a_n=L$이고 $f$가 $L$에서 연속이면 $\lim f(a_n)=f(L)$. d. 위로 유계인 단조수열은 수렴한다.","a 거짓: 각각 수렴해야 함. b 참: 유계×0. c 참. d 거짓: 단조감소+유계 아래여야 수렴."
"P3","quality","explanation_maybe_thin","q-2024-ewha-19","적분학","급수의 수렴/발산","교대급수합 ($\ln(1+x)$)","medium","explanation","Explanation may be too short.","[""length=57"",""questionMathDensity=15""]","$\dfrac{1}{1\cdot 2}-\dfrac{1}{2\cdot 2^2}+\dfrac{1}{3\cdot 2^3}-\dfrac{1}{4\cdot 2^4}+\cdots=\!\sum_{n=1}^{\infty}\dfrac{(-1)^{n+1}}{n\cdot 2^n}$의 값을 구하시오.","$\ln(1+x)=\!\sum(-1)^{n+1}x^n/n$, $x=1/2$ 대입. $\ln(3/2)$."
"P3","quality","explanation_maybe_thin","q-2024-ewha-20","선형대수","고유치와 대각화","고유값 곱 = 행렬식","medium","explanation","Explanation may be too short.","[""length=51"",""questionMathDensity=7""]","실수 위의 $3$차원 벡터공간 기저 $\{v_1,v_2,v_3\}$에 대해 $3\times 3$ 행렬 $A$가 $(A-2I)v_1=(A+2I)v_2=(A-4I)v_3=0$을 만족할 때 $\det(A)$의 값을 구하시오.","$A$의 고유값 $2,-2,4$. $\det(A)=2\cdot(-2)\cdot 4=-16$."
"P3","quality","explanation_maybe_thin","q-2024-ewha-21","선형대수","고유치와 대각화","스펙트럼 곱 = 행렬식","medium","explanation","Explanation may be too short.","[""length=52"",""questionMathDensity=22""]","$A=\!\begin{pmatrix}12&1&-1\\1&0&2\\-1&2&3\end{pmatrix}$에 대해 단위 직교 열벡터 $u_1,u_2,u_3$와 실수 $a_1,a_2,a_3$가 $A=a_1 u_1 u_1^T+a_2 u_2 u_2^T+a_3 u_3 u_3^T$를 만족할 때 $a_1 a_2 a_3$을 구하시오.","대칭행렬 스펙트럼 분해에서 $a_i$는 고유값. $a_1 a_2 a_3=\det A=-55$."
"P3","quality","explanation_maybe_thin","q-2024-inha-07","다변수함수","Taylor급수와 최대/최소","제약 최적화","easyMedium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=9""]","$x^2+4y^2\le 4$일 때, $x^2+4y^2+2x+4y+1$의 최댓값과 최솟값의 합은?","식을 $u=x^2+4y^2$ 등으로 변환하고 라그랑지로 경계 점검. 합 $=8+4\sqrt 2$. 답: 4."
"P3","quality","explanation_maybe_thin","q-2024-inha-30","다변수함수","선적분과 면적분","스톡스 정리","easyMedium","explanation","Explanation may be too short.","[""length=68"",""questionMathDensity=10""]","좌표공간에서 곡면 $S$는 $x^2+y^2+z^2=4,\ z\ge\sqrt 3$으로 주어진다. 벡터장 $F(x,y,z)=(e^{x^2}+2y,\ x^2+\sqrt 3 xz,\ xy+\ln z)$와 $\vec n\cdot(0,0,1)>0$을 만족하는 곡면 $S$의 단위법선벡터 $\vec n$에 대해서 $\displaystyle\iint_S(\nabla\times F)\cdot\vec n\,dS$의 값은?","스톡스 정리로 경계곡선($z=\sqrt 3$, $x^2+y^2=1$)에서 선적분. 그린정리 적용 후 $\pi$. 답: 4."
"P3","quality","explanation_maybe_thin","q-2024-soongsil-02","적분학","급수의 수렴/발산","수렴반경(비판정)","easy","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=9""]","급수 $\!\displaystyle\sum_{n=1}^{\infty}\dfrac{(-2)^n x^n}{\sqrt[3]{n+1}}$의 수렴반경을 구하면?","비판정: $\!\lim\!\left|\dfrac{(-2)^{n+1}}{(-2)^n}\right|=2$, $R=1/2$."
"P3","quality","explanation_maybe_thin","q-2024-soongsil-04","미분학","미분","역함수 미분","easy","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=7""]","$f(x)=1+2x+x^3+e^x$일 때, $(f^{-1})'(2)$를 구하면?","$f(0)=2$. $f'(x)=2+3x^2+e^x$, $f'(0)=3$. $(f^{-1})'(2)=1/3$."
"P3","quality","explanation_maybe_thin","q-2025-ajou-18","적분학","급수의 수렴/발산","비율판정 수렴반경","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=11""]","$\langle$아래$\rangle$ 멱급수의 수렴 반경을 구하세요. $\displaystyle\sum_{n=1}^{\infty}\dfrac{(-1)^n 2^n n!}{n^n}x^n$","비율판정: $|a_{n+1}/a_n|=2(n+1)/((1+1/n)^n n)\to 2/e$. 수렴 ⇔ $|x|<e/2$."
"P3","quality","explanation_maybe_thin","q-2025-cau-09","미분학","도함수의 응용","함수 최솟값","medium","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=9""]","폐구간 $\!\left[-\dfrac{\pi}{2},\dfrac{\pi}{2}\right]$에서 다음과 같이 정의되는 함수 $S(x)$의 최솟값은? $S(x)=\begin{cases}\dfrac{\sin x}{x}, & x\ne 0\\ 1, & x=0\end{cases}$","$S(x)$ 우함수, $[0,\pi/2]$에서 감소. 최솟값 $S(\pi/2)=\dfrac{2}{\pi}$."
"P3","quality","explanation_maybe_thin","q-2025-cau-12","미분학","극한과 연속","$L^p$ 노름 극한","medium","explanation","Explanation may be too short.","[""length=37"",""questionMathDensity=5""]","$0<a<b$일 때 $\displaystyle\lim_{n\to\infty}(a^n+b^n)^{1/n}$의 값은?","$=b\lim(1+(a/b)^n)^{1/n}=b\cdot 1=b$."
"P3","quality","explanation_maybe_thin","q-2025-dgu-08","적분학","정적분의 계산","Leibniz 미분","medium","explanation","Explanation may be too short.","[""length=40"",""questionMathDensity=11""]","함수 $f(x)$가 양수의 집합에서 연속이고 모든 실수 $t$에 대하여 $\displaystyle\int_{1+t}^{e^x+t}f(x-t)\,dx=4e^{3t}\sin t$를 만족한다. $f'(e^x)$의 값은?","변수 변환과 양변 미분 후 정리하면 $f'(e^x)=2e^{-x/2}$."
"P3","quality","explanation_maybe_thin","q-2025-dgu-17","적분학","정적분과 무한급수","Riemann sum 변환","medium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=14""]","극한 $\displaystyle\lim_{n\to\infty}\sum_{k=1}^n\dfrac{2k}{n^2}\sin^{-1}\!\left(\dfrac{k}{n}\right)$의 값은?","Riemann sum: $\int_0^1 2x\sin^{-1}x\,dx$. 부분적분으로 $\dfrac{\pi}{4}$."
"P3","quality","explanation_maybe_thin","q-2025-inha-04","적분학","정적분의 계산","분수함수 적분","easy","explanation","Explanation may be too short.","[""length=49"",""questionMathDensity=10""]","정적분 $\displaystyle\int_0^2\dfrac{x^2}{x^3+1}dx$의 값은?","$\dfrac{1}{3}[\ln(x^3+1)]_0^2=\dfrac{2}{3}\ln 3$."
"P3","quality","explanation_maybe_thin","q-2025-inha-11","다변수함수","곡선과 곡면","점-평면 거리","easy","explanation","Explanation may be too short.","[""length=61"",""questionMathDensity=7""]","좌표공간에서 평면 $\dfrac{x}{2}-\dfrac{y}{3}+z=1$과 원점 사이의 거리는?","평면 $3x-2y+6z=6$. $d=\dfrac{|6|}{\sqrt{9+4+36}}=\dfrac{6}{7}$."
"P3","quality","explanation_maybe_thin","q-2025-inha-19","선형대수","행렬","행렬식","easyMedium","explanation","Explanation may be too short.","[""length=50"",""questionMathDensity=6""]","행렬 $A=\begin{pmatrix}a & a & b\\ a & b & a\\ b & a & a\end{pmatrix}$의 행렬식을 계산하면?","행 교환 후 전개: $\det A=-(b+2a)(b-a)^2=-(2a+b)(a-b)^2$."
"P3","quality","explanation_maybe_thin","q-2025-inha-28","다변수함수","선적분과 면적분","그린정리","easyMedium","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=15""]","좌표평면에서 곡선 $C:[0,\pi]\to\mathbb{R}^2$가 $C(t)=(\cos t,\sin t)$ $(0\le t\le\pi)$일 때, 선적분 $\displaystyle\int_C(xy^2-y^3+3x^2)dx+(x^3+e^{y^2}+\cos(y^3+1))dy$의 값은?","폐곡선 만들고 그린정리: $\!\iint(3x^2-2xy+3y^2)dA-(추가선)=\dfrac{3}{4}\pi-2$."
"P3","quality","explanation_maybe_thin","q-2025-kw-10","선형대수","행렬","전치행렬 곱","easy","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=25""]","행렬 $A=[a_{ij}]_{n\times n},\,B=[b_{ij}]_{n\times n}$에 대하여 다음 중 $AB^T$의 $(i,j)$성분과 같은 것은?","$(AB^T)_{ij}=\sum_k a_{ik}(B^T)_{kj}=\sum_k a_{ik}b_{jk}$."
"P3","quality","explanation_maybe_thin","q-2025-kw-13","선형대수","벡터와 공간도형","외적·스칼라삼중적","medium","explanation","Explanation may be too short.","[""length=57"",""questionMathDensity=4""]","공간 벡터 $\mathbf{u},\mathbf{v},\mathbf{w}$에 대해 다음 중 옳은 것을 모두 고른 것은? ㄱ. $(\mathbf{u}\times\mathbf{v})\cdot\mathbf{w}=|\mathbf{u}\times\mathbf{v}||\mathbf{w}|\cos\theta$ (단, $\theta$는 $\mathbf{u}\times\mathbf{v}$와 $\mathbf{w}$의 사잇각) ㄴ. $\mathbf...","모두 표준 항등식: 내적의 정의, 외적의 직교성, 스칼라삼중적의 순환, 평행사변형 항등식. 모두 옳음."
"P3","quality","explanation_maybe_thin","q-2025-sejong-03","적분학","급수의 수렴/발산","수렴반지름","easyMedium","explanation","Explanation may be too short.","[""length=59"",""questionMathDensity=6""]","거듭제곱급수 $\displaystyle\sum_{n=0}^{\infty}\dfrac{(x-3)^n}{\sqrt{2n+1}}$의 수렴반지름은?","비율판정: $\lim\sqrt{(2n+1)/(2n+3)}=1$이라 $|x-3|<1$ → 수렴반지름 $1$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r11-1","공학수학","미분방정식","멱급수해","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=13""]","$y=\sum_{k=0}^\infty c_k x^k$가 $y''-(\sin x)y=0,y(0)=0,y'(0)=1$을 만족할 때 $c_0+c_1+c_2+c_3+c_4$의 값은?","$c_0=0,c_1=1,c_2=0,c_3=0,12c_4-1=0$. 합 $1+1/12=13/12$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r12-2","공학수학","미분방정식","연립 ODE","medium","explanation","Explanation may be too short.","[""length=56"",""questionMathDensity=17""]","$\binom{x_1(0)}{x_2(0)}=\binom{2}{0}$ 만족, $x_1'=x_1+x_2,x_2'=4x_1+x_2$. $\binom{x_1(1)}{x_2(1)}$는?","고유치 $3,-1$. 풀이로 $x_1=e^{3t}+e^{-t},x_2=2e^{3t}-2e^{-t}$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r12-3","공학수학","미분방정식","연립 ODE","medium","explanation","Explanation may be too short.","[""length=50"",""questionMathDensity=13""]","연립 $y_1'=-5y_1-y_2,y_2'=4y_1-y_2,y_1(1)=0,y_2(1)=1$일 때 $(y_1(2),y_2(2))$는?","고유치 $-3$ 중근. $y_1=-3e^{-3t},y_2=e^{-3t}$ at $t=2$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r13-1","공학수학","미분방정식","연립 ODE","medium","explanation","Explanation may be too short.","[""length=47"",""questionMathDensity=13""]","$\binom{y_1'}{y_2'}=\begin{pmatrix}1&2\\-1&4\end{pmatrix}\binom{y_1}{y_2},\binom{y_1(0)}{y_2(0)}=\binom{1}{-1}$의 해 $y_1,y_2$. $y_1(1)-y_2(1)$은?","$Y=y_1-y_2$ 도함수 $2Y$. $Y=2e^{2t}$. $Y(1)=2e^2$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r15-5","공학수학","미분방정식","비선형 임계점","medium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=6""]","$y_1'=4y_1-y_1^2,y_2'=y_2$의 임계점과 그 유형이 바르게 짝지어진 것은?","$(0,0)$: Jacobian 고윳값 $4,1$ 마디점. $(4,0)$: $-4,1$ 안장점."
"P3","quality","explanation_maybe_thin","q-daily-eng-r16-2","공학수학","Laplace변환","Laplace 변환","easyMedium","explanation","Explanation may be too short.","[""length=59"",""questionMathDensity=12""]","$f(t)=t\sin 3t$의 라플라스변환 $L(f)$는?","$\mathcal L(tf)=-F'(s)$. $F=3/(s^2+9)$, $-F'=6s/(s^2+9)^2$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r16-3","공학수학","Laplace변환","Laplace 변환","medium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=13""]","$f(x)=xe^{-x}\sin 2x$의 라플라스변환은?","$\mathcal L(t\sin 2t)=4s/(s^2+4)^2$. $s\to s+1$ 평행이동."
"P3","quality","explanation_maybe_thin","q-daily-eng-r16-5","공학수학","Laplace변환","Laplace 역변환","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=11""]","$Y(s)=\dfrac{2}{s-3}+\dfrac{2}{(s-3)^5}$ 일 때 $f(1)$의 값은?","$f(t)=2e^{3t}+\frac{1}{12}e^{3t}t^4$. $f(1)=25e^3/12$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r17-1","공학수학","Laplace변환","Laplace 역변환","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=10""]","$\dfrac{s+1}{(s^2+2s+5)^2}$의 역 라플라스변환은?","$F=(s+1)/((s+1)^2+4)^2$. 평행이동 후 $\frac{1}{4}t\sin 2t$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r17-2","공학수학","Laplace변환","Laplace 역변환","medium","explanation","Explanation may be too short.","[""length=51"",""questionMathDensity=11""]","$F(s)=\dfrac{2(s+3)}{((s+3)^2+1)^2},G(s)=\ln\dfrac{s}{s-1}$의 역변환은?","$F$: $te^{-3t}\sin t$. $G$: $-(1-e^t)/t=(e^t-1)/t$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r17-4","공학수학","Laplace변환","조각함수 Laplace","medium","explanation","Explanation may be too short.","[""length=47"",""questionMathDensity=14""]","$f(t)=\{0,t<2\pi;\sin t,2\pi\le t\le 3\pi;0,t>3\pi\}$의 라플라스 변환은?","$f=\sin t\,u(t-2\pi)-\sin t\,u(t-3\pi)$. 평행 변환."
"P3","quality","explanation_maybe_thin","q-daily-eng-r17-5","공학수학","Laplace변환","조각함수 Laplace","medium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=16""]","$f(x)=\{x(0<x<2);\ 0(x>2)\}$일 때 $L\{f\}$의 값은?","$f=t-tu(t-2)$. $\mathcal L=\frac{1}{s^2}-e^{-2s}\mathcal L\{t+2\}$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r18-1","공학수학","Laplace변환","Laplace ODE","easyMedium","explanation","Explanation may be too short.","[""length=55"",""questionMathDensity=10""]","$y$가 $y''+4y'+2y=0,y(0)=1,y'(0)=-1$의 해일 때 $L[y](s)$는?","$\mathcal L$ 양변: $(s^2+4s+2)Y=s\cdot 1-1+4\cdot 1=s+3$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r18-3","공학수학","Laplace변환","적분방정식 ODE","medium","explanation","Explanation may be too short.","[""length=46"",""questionMathDensity=6""]","$y'+4y+4\int_0^t y(\tau)d\tau=1,y(0)=0$ 만족할 때 $y(1)$의 값은?","$Y=1/(s+2)^2$. $y(t)=te^{-2t}$. $y(1)=e^{-2}$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r19-1","공학수학","Laplace변환","적분방정식","medium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=11""]","$\dfrac{dy}{dt}-y(t)+\int_0^t(t-\eta)y'(\eta)d\eta-\int_0^t y(\eta)d\eta=t,y(0)=-1$의 해 $y(t)$는?","Laplace 변환 풀이. $Y(s-1)=-1\Rightarrow Y=-1/(s-1)$… 정리 후 $y=-e^{-t}$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r19-2","공학수학","Laplace변환","Volterra 적분방정식","medium","explanation","Explanation may be too short.","[""length=54"",""questionMathDensity=7""]","$y(t)+e^t\int_0^t y(\tau)e^{-\tau}d\tau=\cos 2t$일 때 $y(\pi/4)$의 값은?","$y=\cos 2t-\frac{1}{2}\sin 2t$. $y(\pi/4)=0-1/2=-1/2$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r19-6","공학수학","벡터해석","스칼라 선적분","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=9""]","$C:\vec r(t)=(t,t^2),0\le t\le 1$에 대해 $\int_C(x+\sqrt y)ds$의 값은?","$ds=\sqrt{1+4t^2}dt$. $\int_0^1 2t\sqrt{1+4t^2}dt=(5\sqrt 5-1)/6$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r2-2","공학수학","미분방정식","1계 선형 ODE","easyMedium","explanation","Explanation may be too short.","[""length=66"",""questionMathDensity=9""]","$(1+x^2)\dfrac{dy}{dx}+xy=e^x\sqrt{1+x^2},y(0)=1$의 해를 $y(x)$라 하면 $y(1)$의 값은?","정리 후 $y=e^x/\sqrt{1+x^2}+C/\sqrt{1+x^2}$. $C=0$. $y(1)=e/\sqrt 2$."
"P3","quality","explanation_maybe_thin","q-daily-eng-r2-3","공학수학","미분방정식","분리형 ODE","easy","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=7""]","$\dfrac{dy}{dx}-2xy=0$에서 $y(0)=2$를 만족하는 해는?","$y'/y=2x\Rightarrow\ln y=x^2+C\Rightarrow y=Ce^{x^2},C=2$."
